hmid,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category
27919,36,24h,I purchased a product I wanted for fifty percent off the retail price.,I purchased a product I wanted for fifty percent off the retail price.,TRUE,1,,achievement
27920,2019,24h,I got promotion,I got promotion,TRUE,1,,achievement
27921,4109,24h,more than anything else it was my only daughter's birthday as she turned 9 and her special day made it my day special too. ,more than anything else it was my only daughter's birthday as she turned 9 and her special day made it my day special too. ,TRUE,1,,affection
27922,373,24h,I played tennis with my friends,I played tennis with my friends,TRUE,1,bonding,bonding
27923,389,24h,My daughter visited me at evening,My daughter visited me at evening,TRUE,1,affection,affection
27924,10576,24h,My wife told me that she passed the qualifying exam for her job promotion.,My wife told me that she passed the qualifying exam for her job promotion.,TRUE,1,,achievement
27925,2129,24h,IN MY GARDEN I PLANTED A ROSE PLANT LAST MONTH.YESTERDAY  MORNING A BEAUTIFUL AND COLORFUL ROSE FLOURISHED.IT MADE ME HAPPY.,IN MY GARDEN I PLANTED A ROSE PLANT LAST MONTH.YESTERDAY  MORNING A BEAUTIFUL AND COLORFUL ROSE FLOURISHED.IT MADE ME HAPPY.,TRUE,1,,nature
27926,383,24h,I had a very delicious lunch,I had a very delicious lunch,TRUE,1,,enjoy_the_moment
27927,553,24h,My two wheeler was not running. I found there was an issue with front tyre. I managed it myself. This made me very happy.,My two wheeler was not running. I found there was an issue with front tyre. I managed it myself. This made me very happy.,TRUE,4,,achievement
27928,311,24h,I had really good carbonara chicken for dinner.,I had really good carbonara chicken for dinner.,TRUE,1,,enjoy_the_moment
27929,104,24h,I cleaned the bathroom tiles and now it looks nice and shiny in there.,I cleaned the bathroom tiles and now it looks nice and shiny in there.,TRUE,1,,achievement
27930,3284,24h,I brought a new game system today.,I brought a new game system today.,TRUE,1,,achievement
27931,2776,24h,I made dinner for my boyfriend and he complimented me on it. I felt happy for the compliment and that I was able to make him happy.,I made dinner for my boyfriend and he complimented me on it. I felt happy for the compliment and that I was able to make him happy.,TRUE,2,,affection
27932,25,24h,I measured my weight and found to be 1 pound lesser than the earlier day,I measured my weight and found to be 1 pound lesser than the earlier day,TRUE,1,achievement,achievement
27933,257,24h,"today morning i went to shopping at that time i seen one accident that is very unforgettable .a small boy were crossing the road at that time one man who were ride his cycle very fast and he were kick the boy from his cycle unfortunately ,the boy were fell down and he were get wounds in his leg and hand .he were shouted lot and cry .then i were went closer to that boy and i took him to the hospital and return safe to his home.","today morning i went to shopping at that time i seen one accident that is very unforgettable .a small boy were crossing the road at that time one man who were ride his cycle very fast and he were kick the boy from his cycle unfortunately ,the boy were fell down and he were get wounds in his leg and hand .he were shouted lot and cry .then i were went closer to that boy and i took him to the hospital and return safe to his home.",TRUE,1,,affection
27934,13224,24h,I received a call from a new client who was ready to pay me more than usual for a simple design  ,I received a call from a new client who was ready to pay me more than usual for a simple design  ,TRUE,1,,achievement
27935,1377,24h,I doubled my daily goal for mturk rewards in a very short amount of time.,I doubled my daily goal for mturk rewards in a very short amount of time.,TRUE,1,,achievement
27936,5652,24h,I smoked a bowl of marijuana. ,I smoked a bowl of marijuana. ,TRUE,1,,leisure
27937,57,24h,I was able to eat out for dinner with one of her best friends. ,I was able to eat out for dinner with one of her best friends. ,TRUE,1,,bonding
27938,612,24h,In the appointment order given to me I was surprised that the salary is doubled than now I am getting.,In the appointment order given to me I was surprised that the salary is doubled than now I am getting.,TRUE,1,,achievement
27939,2646,24h,"yesterday my son want to ride my bike, when he move it he got happy....me too","yesterday my son want to ride my bike, when he move it he got happy....me too",TRUE,1,,affection
27940,2794,24h,"While buying medicine from a regular pharmacy store, I came to know that I had some unused points from my old purchases, so I did not have to pay anything for medicine I bought. ","While buying medicine from a regular pharmacy store, I came to know that I had some unused points from my old purchases, so I did not have to pay anything for medicine I bought. ",TRUE,1,enjoy_the_moment,achievement
27941,3797,24h,I found tool I had been looking for for a long time.,I found tool I had been looking for for a long time.,TRUE,1,,achievement
27942,9885,24h,My daughter said Donald Duck for the first time and then she said Daisy. ,My daughter said Donald Duck for the first time and then she said Daisy. ,TRUE,1,,affection
27943,6186,24h,So happy that I Had yummy mango after a year today.,So happy that I Had yummy mango after a year today.,TRUE,1,,enjoy_the_moment
27944,491,24h,"I always think of each night as a song. Or each moment as a song.To feel much more than know.
To be the eyes of an eagle, slope of a mountain;
To be a wave understanding the influence of the moon;
To be a tree and read the memory of the leaves;
To be an insignificant pedestrian on the streets
Of crazy cities watching, watching, and watching. ","I always think of each night as a song. Or each moment as a song.To feel much more than know.
To be the eyes of an eagle, slope of a mountain;
To be a wave understanding the influence of the moon;
To be a tree and read the memory of the leaves;
To be an insignificant pedestrian on the streets
Of crazy cities watching, watching, and watching. ",TRUE,3,,leisure
27945,1020,24h,My kid got promoted to next class. ,My kid got promoted to next class. ,TRUE,1,,achievement
27946,1625,24h,completed the long time pending project ,completed the long time pending project ,TRUE,1,,achievement
27947,1782,24h,I received enough funding to start my research project abroad this summer.,I received enough funding to start my research project abroad this summer.,TRUE,1,,achievement
27948,330,24h,I play a competitive game online and was able to get a top score among all of my friends who also play it. I usually only get somewhere in the top 5 scores.,I play a competitive game online and was able to get a top score among all of my friends who also play it. I usually only get somewhere in the top 5 scores.,TRUE,2,,achievement
27949,589,24h,I finally went for a run and worked out and it felt great to be taking care of my body.,I finally went for a run and worked out and it felt great to be taking care of my body.,TRUE,1,,exercise
27950,35,24h,Had a nice conversation with the wife of the neighbour who rarely speaks to me. She seems nice.,Had a nice conversation with the wife of the neighbour who rarely speaks to me. She seems nice.,TRUE,2,,affection
27951,524,24h,I spoke to my college friend Angie for about 30 minutes for the first time since last summer.,I spoke to my college friend Angie for about 30 minutes for the first time since last summer.,TRUE,1,,bonding
27952,477,24h,"Our homes are an extension of who we are: what we do within the walls of our abodes shapes our mood, affects our productivity, and influences our outlook on life. Scientific studies have shown that we can have an impact on our happiness by adjusting the tiny little habits and routines that constitute our daily lives a we are, in fact, in control of our outlook on life.","Our homes are an extension of who we are: what we do within the walls of our abodes shapes our mood, affects our productivity, and influences our outlook on life. Scientific studies have shown that we can have an impact on our happiness by adjusting the tiny little habits and routines that constitute our daily lives a we are, in fact, in control of our outlook on life.",TRUE,2,,achievement
27953,37,24h,A lot of my favorite shows updated recently and I was able to watch most of them today. ,A lot of my favorite shows updated recently and I was able to watch most of them today. ,TRUE,1,,leisure
27954,215,24h,I was able to leave early from office. I had an amazing evening with my mother and wife.,I was able to leave early from office. I had an amazing evening with my mother and wife.,TRUE,2,,affection
27955,2416,24h,I ate really good chinese food.,I ate really good chinese food.,TRUE,1,,enjoy_the_moment
27956,8589,24h,I paid the bills and had more money than usual left to transfer into my savings.,I paid the bills and had more money than usual left to transfer into my savings.,TRUE,1,,achievement
27957,237,24h,After a long debate i finally convinced my parents to buy me a new laptop today.As promised they also bought me a new one and i am happy and satisfied with it.,After a long debate i finally convinced my parents to buy me a new laptop today.As promised they also bought me a new one and i am happy and satisfied with it.,TRUE,1,,achievement
27958,69,24h,"When i get back to home then my wife make a very good food for me, which i like most.","When i get back to home then my wife make a very good food for me, which i like most.",TRUE,1,,affection
27959,648,24h,FRIEND GIFTED ME A RING FOR MY PAPER SELECTED FOR NATIONAL CONFERENCE,FRIEND GIFTED ME A RING FOR MY PAPER SELECTED FOR NATIONAL CONFERENCE,TRUE,1,,bonding
27960,1833,24h,I took a shower with my wife ,I took a shower with my wife ,TRUE,1,,affection
27961,1430,24h,I was able to go grocery store and saved money by not buying an impulse items or alcohol(which I have been trying to stay away from). ,I was able to go grocery store and saved money by not buying an impulse items or alcohol(which I have been trying to stay away from). ,TRUE,1,,achievement
27962,15,24h,Today early morning boss call me I am surprised boss say that You got promotion and your salary increased now.,Today early morning boss call me I am surprised boss say that You got promotion and your salary increased now.,TRUE,1,,achievement
27963,1300,24h,I took a walk with my girlfriend at night. ,I took a walk with my girlfriend at night. ,TRUE,1,,affection
27964,102,24h,We went movie at 9:30 its Telugu movie my favourite hero new movie released its awesome movie,We went movie at 9:30 its Telugu movie my favourite hero new movie released its awesome movie,TRUE,1,,leisure
27965,449,24h,My daughter got rewarded for best English speech in class,My daughter got rewarded for best English speech in class,TRUE,1,,affection
27966,555,24h,The next thing made me happy is I got one special offer from my telecom service that they reduced my package plan and that moment made me happy.,The next thing made me happy is I got one special offer from my telecom service that they reduced my package plan and that moment made me happy.,TRUE,1,,enjoy_the_moment
27967,2628,24h,I could finally eat at my favourite restaurant after a long time.,I could finally eat at my favourite restaurant after a long time.,TRUE,1,,enjoy_the_moment
27968,1028,24h,"I recently became friends with a really great group of people. Yesterday we ordered pizza, Chinese, and taco bell. Then we sat around talking and eating. Good times.Talking to my sister in law, eating some chocolate custard, and spending some time with my youngest child
","I recently became friends with a really great group of people. Yesterday we ordered pizza, Chinese, and taco bell. Then we sat around talking and eating. Good times.Talking to my sister in law, eating some chocolate custard, and spending some time with my youngest child
",TRUE,4,,affection
27969,76,24h,"Yesterday evening my friend and I played badminton, we enjoyed it.","Yesterday evening my friend and I played badminton, we enjoyed it.",TRUE,1,,bonding
27970,689,24h,I got a surprise gift from my parents ,I got a surprise gift from my parents ,TRUE,1,,affection
27971,5046,24h,My husband purchased a few things I like from the market.,My husband purchased a few things I like from the market.,TRUE,1,,affection
27972,5116,24h,"When I got home from work, my girlfriend greeted me with a hug, and dinner already prepared and setup on the table.","When I got home from work, my girlfriend greeted me with a hug, and dinner already prepared and setup on the table.",TRUE,1,,affection
27973,1199,24h,I met my childhood friend after a long time and got a hug from her and that moment was wonderful.,I met my childhood friend after a long time and got a hug from her and that moment was wonderful.,TRUE,1,,bonding
27974,1517,24h,I was able to celebrate my fathers birthday by treating him out to dinner. To be able to see how happy he was truly made me happy.,I was able to celebrate my fathers birthday by treating him out to dinner. To be able to see how happy he was truly made me happy.,TRUE,2,,affection
27975,251,24h,I ride my  bike at speed of 100 km per hour ,I ride my  bike at speed of 100 km per hour ,TRUE,1,,achievement
27976,681,24h,I cleaned the kitchen and it feels great.,I cleaned the kitchen and it feels great.,TRUE,1,,achievement
27977,3704,24h,Find a new job,Find a new job,TRUE,1,achievement,achievement
27978,738,24h,"I ordered some product in amazon.in and it got delivered today, that moment makes me feel happy.","I ordered some product in amazon.in and it got delivered today, that moment makes me feel happy.",TRUE,1,,enjoy_the_moment
27979,9896,24h,the story and the advices that i got by reading,the story and the advices that i got by reading,TRUE,1,,enjoy_the_moment
27980,932,24h,I won a puzzle game on a website which requires fast reflexes.,I won a puzzle game on a website which requires fast reflexes.,TRUE,1,,achievement
27981,8662,24h,Another happy moment that happened to me in the past 24 hours was that my one year old daughter took a few steps this morning. ,Another happy moment that happened to me in the past 24 hours was that my one year old daughter took a few steps this morning. ,TRUE,1,,affection
27982,3147,24h,"When I woke my young daughter up this morning for school, she insisted that she would make breakfast which consisted of coffee and toast.","When I woke my young daughter up this morning for school, she insisted that she would make breakfast which consisted of coffee and toast.",TRUE,1,,affection
27983,1094,24h,Reading comics books whilst drinking cocoa drink.,Reading comics books whilst drinking cocoa drink.,TRUE,1,,leisure
27984,4148,24h,"The offsite with colleagues was great fun. I enjoyed the perfect weather.
I enjoyed watching the sunset on the porch.","The offsite with colleagues was great fun. I enjoyed the perfect weather.
I enjoyed watching the sunset on the porch.",TRUE,3,,nature
27985,1057,24h,I completed my work target and my boss appreciated for my good work and that moment i felt happiness.,I completed my work target and my boss appreciated for my good work and that moment i felt happiness.,TRUE,1,,achievement
27986,11573,24h,I eat Sugar candy in a party after such a long. It reminds me of my childhood.,I eat Sugar candy in a party after such a long. It reminds me of my childhood.,TRUE,2,,enjoy_the_moment
27987,13,24h,Today I got a bonus amount of 10 dollars from a requester of MTurk.,Today I got a bonus amount of 10 dollars from a requester of MTurk.,TRUE,1,,achievement
27988,2349,24h,"I went to get sushi with my high-school friends, and it was like a small reunion.","I went to get sushi with my high-school friends, and it was like a small reunion.",TRUE,1,,bonding
27989,24,24h,Early morning I got so many messages n wishes from friends n family members as it's our new year today .i felt so loved by everyone ,Early morning I got so many messages n wishes from friends n family members as it's our new year today .i felt so loved by everyone ,TRUE,1,,bonding
27990,72,24h,"I joked around with my mum when she got home from work and it made her happy ,which in turn made me happy as well.","I joked around with my mum when she got home from work and it made her happy ,which in turn made me happy as well.",TRUE,1,,affection
27991,2029,24h,When me and my wife shared pleasures. Both of us were very happy.,When me and my wife shared pleasures. Both of us were very happy.,TRUE,2,affection,affection
27992,120,24h,"Watching a field full of horses at work having a mad happy hon about, and getting some stunning recalls from my little dogleg.","Watching a field full of horses at work having a mad happy hon about, and getting some stunning recalls from my little dogleg.",TRUE,1,,affection
27993,266,24h,when i was returning home from work.i helped an old couple to reach their destination.they blessed us which made me very happy.,when i was returning home from work.i helped an old couple to reach their destination.they blessed us which made me very happy.,TRUE,1,,enjoy_the_moment
27994,3009,24h,I received a call letter from the University for my job,I received a call letter from the University for my job,TRUE,1,,achievement
27995,479,24h,Spending time with my parents.,Spending time with my parents.,TRUE,1,,affection
27996,905,24h,my online game get a new event and give me so many diamond,my online game get a new event and give me so many diamond,TRUE,1,,achievement
27997,2032,24h,I worked out my back and biceps.,I worked out my back and biceps.,TRUE,1,,achievement
27998,820,24h,I got to finish a tv series I was watching with my mom,I got to finish a tv series I was watching with my mom,TRUE,1,,affection
27999,341,24h,I got an offer for a pizza from my nearby hotel and i was happy,I got an offer for a pizza from my nearby hotel and i was happy,TRUE,1,,achievement
28000,455,24h,"Sunset is the time when the sun goes down and night begins. During the sunset, nature assumes fresh, bright, and charming. The sun seems to be a disc of gold. At the time of sunset, one can enjoy the serenity of a sunset. Then nature seems in a hurry. People finish their work and return home. Birds return to their nests. The cowboys become busy with returning home with cattle. When the sun sets, nature looks very beautiful. Then the nature starts getting dark. The slight darkness of the sunset creates a feeling of joy and tranquility in us. The beauty of the sunset helps a poet to generate any ideas and compose poems.","Sunset is the time when the sun goes down and night begins. During the sunset, nature assumes fresh, bright, and charming. The sun seems to be a disc of gold. At the time of sunset, one can enjoy the serenity of a sunset. Then nature seems in a hurry. People finish their work and return home. Birds return to their nests. The cowboys become busy with returning home with cattle. When the sun sets, nature looks very beautiful. Then the nature starts getting dark. The slight darkness of the sunset creates a feeling of joy and tranquility in us. The beauty of the sunset helps a poet to generate any ideas and compose poems.",TRUE,12,,nature
28001,435,24h,I celebrated my birthday with my friends.,I celebrated my birthday with my friends.,TRUE,1,,bonding
28002,1719,24h,Got respect from all my friends by doing a social welfare thing.,Got respect from all my friends by doing a social welfare thing.,TRUE,1,,bonding
28003,6667,24h,"I got up very early, before daylight, and went outside to fly one of my RC quadcopters which is equipped with LED lights. While the lights make it very easy to see and orient the quadcopter, it is still somewhat difficult to see trees and other obstructions in my yard.  I was able to fly for just over 10 minutes all around my yard, over my home and our over my neighbor's yard (I have permission).  Flying in total darkness is challenging and super fun. ","I got up very early, before daylight, and went outside to fly one of my RC quadcopters which is equipped with LED lights. While the lights make it very easy to see and orient the quadcopter, it is still somewhat difficult to see trees and other obstructions in my yard.  I was able to fly for just over 10 minutes all around my yard, over my home and our over my neighbor's yard (I have permission).  Flying in total darkness is challenging and super fun. ",TRUE,4,achievement,achievement
28004,4714,24h,"I have given a aadhar card updation to a poor man with a minimum cost, the same moment he felt very happy.","I have given a aadhar card update to a poor man with a minimum cost, the same moment he felt very happy.",FALSE,1,,enjoy_the_moment
28005,3895,24h,I found out the new community we are moving to has a pond with a kayak launch,I found out the new community we are moving to has a pond with a kayak launch,TRUE,1,,achievement
28006,3930,24h,"The extra memory that I purchased for my computer arrived today, and it was very easy to install.","The extra memory that I purchased for my computer arrived today, and it was very easy to install.",TRUE,1,,achievement
28007,600,24h,My husband bought my favourite sweet that really made me very happy,My husband bought my favourite sweet that really made me very happy,TRUE,1,affection,affection
28008,3433,24h,I finally got my drivers license.,I finally got my drivers license.,TRUE,1,,achievement
28009,2894,24h,We had a really good rehearsal for Friday night's play.,We had a really good rehearsal for Friday night's play.,TRUE,1,,enjoy_the_moment
28010,1764,24h,Today afternoon 2.00 p.m  my husband suddenly planned for vacation tour . He booked the ticket for whole trip . I didn't expect  this from my husband .,Today afternoon 2.00 p.m  my husband suddenly planned for vacation tour . He booked the ticket for whole trip . I didn't expect  this from my husband .,TRUE,3,,affection
28011,376,24h,"I made a tasty chocolate pudding, and every one enjoyed it. ","I made a tasty chocolate pudding, and every one enjoyed it. ",TRUE,1,,enjoy_the_moment
28012,213,24h,"It was payday, so everyday payday is a happy day. I was able to FINALLY pay off my last remaining balance from the birth of my twins.","It was payday, so everyday payday is a happy day. I was able to FINALLY pay off my last remaining balance from the birth of my twins.",TRUE,2,,achievement
28013,5925,24h,My husband made me my favorite food for dinner. ,My husband made me my favorite food for dinner. ,TRUE,1,affection,affection
28014,1827,24h,I level up in games,I level up in games,TRUE,1,,leisure
28015,1189,24h,all are happy because of me for solving the major issue ,all are happy because of me for solving the major issue ,TRUE,1,achievement,achievement
28016,4706,24h,I watched a series of movies. ,I watched a series of movies. ,TRUE,1,,leisure
28017,12580,24h,One last azalea bloom came out today and I was happy to see it because all of the other flowers were killed by a late frost a few weeks back.,One last azalea bloom came out today and I was happy to see it because all of the other flowers were killed by a late frost a few weeks back.,TRUE,1,nature,nature
28018,229,24h,I got an offer to help a photographer friend to shoot the Cubs' season opener game.,I got an offer to help a photographer friend to shoot the Cubs' season opener game.,TRUE,1,,bonding
28019,496,24h,"I was able to find time to go have my hair cut, something I have been putting off all month and it looks great!","I was able to find time to go have my hair cut, something I have been putting off all month and it looks great!",TRUE,1,leisure,achievement
28020,802,24h,I met my old friend both were studying 20 years back. there after no link. unexpectedly i met him in airport. It was very surprise to me. Later we remembered our childhood days. and present life.,I met my old friend both were studying 20 years back. there after no link. unexpectedly i met him in airport. It was very surprise to me. Later we remembered our childhood days. and present life.,TRUE,6,,bonding
28021,1983,24h,I got my computer fixed finally.Now i can get back to doing the things i need to get done.,I got my computer fixed finally.Now i can get back to doing the things i need to get done.,TRUE,1,achievement,achievement
28022,924,24h,Participated in ugadi food festival in office,Participated in ugadi food festival in office,TRUE,1,,achievement
28023,4002,24h,I done all my job  as i planned. I am very pleased.,I done all my job  as i planned. I am very pleased.,TRUE,2,,achievement
28024,146,24h,I wrote my MBA assignments and sent to my study center through courier. After that I saw 3 papers not inserted. At once I phoned to the courier office and told them not to send my cover. I went and kept all the papers in time and was really happy.  ,I wrote my MBA assignments and sent to my study center through courier. After that I saw 3 papers not inserted. At once I phoned to the courier office and told them not to send my cover. I went and kept all the papers in time and was really happy.  ,TRUE,4,,achievement
28025,220,24h,Got a new iPhone 7 Plus (Product Red),Got a new iPhone 7 Plus (Product Red),TRUE,1,,achievement
28026,38,24h,I won a basketball medal with my team and I was leader and mvp of the match,I won a basketball medal with my team and I was leader and mvp of the match,TRUE,1,,achievement
28027,503,24h,"Some triathlon gear I'd been waiting on for a while arrived at last, after a pleasing and positive resolution with the seller. Very pleased with purchase - it fits and performs really well.","Some triathlon gear I'd been waiting on for a while arrived at last, after a pleasing and positive resolution with the seller. Very pleased with purchase - it fits and performs really well.",TRUE,2,,achievement
28028,51,24h,"My friends thrown a surprise party for my promotion yesterday, so happy.","My friends thrown a surprise party for my promotion yesterday, so happy.",TRUE,1,,bonding
28029,1063,24h,I and my friends went to my favourite amusement park at the end of my street. We had great time there. We went to all the amazing rides and elated in ecstasy.,I and my friends went to my favourite amusement park at the end of my street. We had great time there. We went to all the amazing rides and elated in ecstasy.,TRUE,3,,bonding
28030,6724,24h,I finally finished the new york times crossword I was working on.,I finally finished the new york times crossword I was working on.,TRUE,1,,achievement
28031,2356,24h,My friend called me to tell me of a possible job opening in my field.,My friend called me to tell me of a possible job opening in my field.,TRUE,1,,bonding
28032,12002,24h,"The mechanic contacted me about repairs to my truck, and they were much less expensive that I had anticipated.","The mechanic contacted me about repairs to my truck, and they were much less expensive that I had anticipated.",TRUE,1,,achievement
28033,3678,24h,I was able to stay under 700 calories yesterday and continue my fast so I can eat out with my friends this weekend. ,I was able to stay under 700 calories yesterday and continue my fast so I can eat out with my friends this weekend. ,TRUE,1,,bonding
28034,1836,24h,my hole family out to have dinner,my hole family out to have dinner,TRUE,1,,affection
28035,786,24h,I played with my dog outside. It was sunny and we both had fun.,I played with my dog outside. It was sunny and we both had fun.,TRUE,2,,affection
28036,81,24h,LAST NIGHT I WENT TO HOTEL FOR A DINNER WITH Y GIRL FRIEND,LAST NIGHT I WENT TO HOTEL FOR A DINNER WITH Y GIRL FRIEND,TRUE,1,,bonding
28037,699,24h,I got a gift from my brother without any reason.,I got a gift from my brother without any reason.,TRUE,1,,affection
28038,5,24h,I was able to go and workout with a coworker of mine and that prepped me for the day and made me happy.,I was able to go and workout with a coworker of mine and that prepped me for the day and made me happy.,TRUE,1,,bonding
28039,947,24h,I have managed to earn 100 dollars for one hour of work.,I have managed to earn 100 dollars for one hour of work.,TRUE,1,,achievement
28040,62,24h,to day i make breakfast to my parents,to day i make breakfast to my parents,TRUE,1,,affection
28041,9386,24h,I felt my baby move in my belly for the first time!,I felt my baby move in my belly for the first time!,TRUE,1,,affection
28042,18,24h,I got a positive comment at work.,I got a positive comment at work.,TRUE,1,,achievement
28043,60,24h,I was able to run outside and complete a 5K with a new record time in nice weather and feels like spring.,I was able to run outside and complete a 5K with a new record time in nice weather and feels like spring.,TRUE,1,,achievement
28044,50,24h,yesterday i received a message that i got promoted as a manager from my company,yesterday i received a message that i got promoted as a manager from my company,TRUE,1,,achievement
28045,179,24h,I love watching the sunset on the beach,I love watching the sunset on the beach,TRUE,1,,leisure
28046,11620,24h,I went to Costco with my daughter and did not buy anything.,I went to Costco with my daughter and did not buy anything.,TRUE,1,,affection
28047,1773,24h,When I was driving home to my house and saw a very beautiful sunset.,When I was driving home to my house and saw a very beautiful sunset.,TRUE,1,,nature
28048,728,24h,Sitting outside drinking a cup of tea in the sunshine surrounded by my recently bloomed tulips. ,Sitting outside drinking a cup of tea in the sunshine surrounded by my recently bloomed tulips. ,TRUE,1,,nature
28049,1115,24h,Eating lunch with my mom and dad.,Eating lunch with my mom and dad.,TRUE,1,,affection
28050,3400,24h,Someone who needs to retire at work was breathing heavily like her lungs were going to quit. She is a lazy worker and I want her to leave.,Someone who needs to retire at work was breathing heavily like her lungs were going to quit. She is a lazy worker and I want her to leave.,TRUE,2,,affection
28051,158,24h,i brought dresses to my parents to day,i brought dresses to my parents to day,TRUE,1,,affection
28052,86,24h,I was able to hit my earnings goal for the day which I thought originally was too high. ,I was able to hit my earnings goal for the day which I thought originally was too high. ,TRUE,1,,achievement
28053,5050,24h,I got some extra sleep last night.,I got some extra sleep last night.,TRUE,1,,leisure
28054,1,24h,My mother called out of the blue to tell me how proud she is of me.,My mother called out of the blue to tell me how proud she is of me.,TRUE,1,affection,affection
28055,12107,24h,I was happy when I had lunch with my husband.,I was happy when I had lunch with my husband.,TRUE,1,,affection
28056,26,24h,my maid cooked a delicious meal today for my family,my maid cooked a delicious meal today for my family,TRUE,1,,affection
28057,2333,24h,"Like I said up  above I wake up early to get started on mturk, Yesterday morning my daughter stoped and got me coffee in the morning. It was nice  and much needed. ","Like I said up  above I wake up early to get started on mturk, Yesterday morning my daughter stoped and got me coffee in the morning. It was nice  and much needed. ",TRUE,2,,affection
28058,1232,24h,after 2 month i bought new tcl 32 inch led tv its looks cool and i reaily loved it,after 2 month i bought new tcl 32 inch led tv its looks cool and i really loved it,FALSE,1,,achievement
28059,570,24h,Playing cricket with friends,Playing cricket with friends,TRUE,1,,bonding
28060,746,24h,I found a bag that I thought I had lost,I found a bag that I thought I had lost,TRUE,1,,achievement
28061,4545,24h,I watched my kids playing together and not fighting.,I watched my kids playing together and not fighting.,TRUE,1,affection,affection
28062,1844,24h,I made a delicious homemade Pad Thai and my husband was so happy to eat it and give so many compliments.,I made a delicious homemade Pad Thai and my husband was so happy to eat it and give so many compliments.,TRUE,1,,affection
28063,847,24h,I won a bet for $50 this morning.,I won a bet for $50 this morning.,TRUE,1,,achievement
28064,2394,24h,My job provided lunch and it was really good. ,My job provided lunch and it was really good. ,TRUE,1,enjoy_the_moment,enjoy_the_moment
28065,8938,24h,I ran my longest duration so far.,I ran my longest duration so far.,TRUE,1,,achievement
28066,2030,24h,I made chappati on my own for the first time and they turned out amazing!,I made chappati on my own for the first time and they turned out amazing!,TRUE,1,,achievement
28067,103,24h,"I cooked dinner with my son, we made meatballs. ","I cooked dinner with my son, we made meatballs. ",TRUE,1,,affection
28068,2464,24h,My 6 year old came and sat on my lap while we watched tv. ,My 6 year old came and sat on my lap while we watched tv. ,TRUE,1,,affection
28069,1672,24h,I made a delicious meal using fresh ingredients without having to go to the grocery store.,I made a delicious meal using fresh ingredients without having to go to the grocery store.,TRUE,1,leisure,leisure
28070,7542,24h,I passed an evaluation at work with flying colors,I passed an evaluation at work with flying colors,TRUE,1,,achievement
28071,768,24h,"I had an in-service that I was not looking forward to attending,  but ended up having a great time with 4 friends and my daughter.  ","I had an in-service that I was not looking forward to attending,  but ended up having a great time with 4 friends and my daughter.  ",TRUE,1,,bonding
28072,1045,24h,I was really happy to find out that a friend of mine was getting married.  They even asked me to be in their wedding!,I was really happy to find out that a friend of mine was getting married.  They even asked me to be in their wedding!,TRUE,2,,bonding
28073,2053,24h,I listened to some music and heard an entire album I hadn't heard more than once before.,I listened to some music and heard an entire album I hadn't heard more than once before.,TRUE,1,,leisure
28074,2,24h,I was happy when I got my new incentives from my hardworking work,I was happy when I got my new incentives from my hardworking work,TRUE,1,,achievement
28075,1936,24h,I went to bible study tonight with special needs friends.,I went to bible study tonight with special needs friends.,TRUE,1,,bonding
28076,206,24h,"My fiance found some old Magic the Gathering cards his brother was going to just throw out, so he brought them home!","My fiance found some old Magic the Gathering cards his brother was going to just throw out, so he brought them home!",TRUE,1,,affection
28077,6227,24h,I made vacation plans with my daughter today for Florida in July.,I made vacation plans with my daughter today for Florida in July.,TRUE,1,affection,affection
28078,45,24h,I ate my favorite dinner.,I ate my favorite dinner.,TRUE,1,,enjoy_the_moment
28079,195,24h,"The difficult dog that hardly ever listens to me, finally decided to come today when I called her.","The difficult dog that hardly ever listens to me, finally decided to come today when I called her.",TRUE,1,,affection
28080,740,24h,My mother prepared her special biriyani for me and my friend,My mother prepared her special biriyani for me and my friend,TRUE,1,,bonding
28081,3,24h,GO TO THEATRE AND MAKE HAPPY WITH MY FAMILY,GO TO THEATRE AND MAKE HAPPY WITH MY FAMILY,TRUE,1,affection,affection
28082,4833,24h,My husband kissing me hello.,My husband kissing me hello.,TRUE,1,,affection
28083,7334,24h,I played tug-of-war with my new dog Leo.,I played tug-of-war with my new dog Leo.,TRUE,1,,affection
28084,78,24h,I shared a big breakfast with my boyfriend,I shared a big breakfast with my boyfriend,TRUE,1,,affection
28085,21,24h,got bonuses from my work which i'm getting regularly,got bonuses from my work which i'm getting regularly,TRUE,1,,achievement
28086,8,24h,I got an email from an old friend.,I got an email from an old friend.,TRUE,1,,bonding
28087,586,24h," It may take a while, but as long as youare headed in a more positive direction youall be doing yourself a world of good.

 Going against your internal system for guidance is a sure way to feel less than perfectly happy. Always strive for a lining up of these three aspects for a happy life."," It may take a while, but as long as youare headed in a more positive direction you'll be doing yourself a world of good.

 Going against your internal system for guidance is a sure way to feel less than perfectly happy. Always strive for a lining up of these three aspects for a happy life.",FALSE,3,,enjoy_the_moment
28088,489,24h,My mother is recovering from weakness after chemotherapy cycle.,My mother is recovering from weakness after chemotherapy cycle.,TRUE,1,affection,affection
28089,976,24h,I brought some gifts for my siblings. ,I brought some gifts for my siblings. ,TRUE,1,,affection
28090,3972,24h,Watched a new episode of a show that I like. ,Watched a new episode of a show that I like. ,TRUE,1,leisure,leisure
28091,14,24h,A good win for my sports team,A good win for my sports team,TRUE,1,achievement,achievement
